受注番号,商品コード,個数
286314-20220626-0596806545,nalc-sunscreen-f,2
286314-20220626-0568806542,think_simple-wpi,1
286314-20220626-0462206550,fixit-shaker-mb_aw,1
286314-20220626-0462206550,make_balance-f-matcha,1
286314-20220626-0438706548,null-perfume-cream,1
286314-20220626-0811406501,null-remover-vio,1
286314-20220626-0784606516,think_simple-wpc,1
286314-20220626-0925706488,null-honey-wax2,1
286314-20220626-0803106505,think_simple-wpc,1
286314-20220626-0704906529,null-honey-wax2,1
286314-20220626-0718606524,think_simple-wpi,1
286314-20220626-0387006550,null-remover-vio,3
286314-20220626-0748806508,null-sunscreen,1
286314-20220626-0654106526,null-remover-vio,1
286314-20220626-0617306535,think_simple-wpc,1
286314-20220626-0469906545,null-acne-facewash,1
286314-20220626-0783706500,fixit-shaker-mb_aw,1
286314-20220626-0783706500,make_balance-f-matcha,1
286314-20220626-0934006480,null-remover-vio,1
286314-20220626-0671506511,nalc-sunscreen-f,1
286314-20220626-0996506475,daily_basic-f-strawberry,1
286314-20220626-0383906543,null-bodywash-re,1
286314-20220626-0565606531,null-bodywash-re,1
286314-20220626-0458706538,fixit-shaker-mb_aw,1
286314-20220626-0458706538,makebalance-plane,1
286314-20220626-0779206482,null-remover-vio,1
286314-20220626-0872106479,null-set-vio,1
286314-20220626-0341406541,nalc-sunscreen-f,2
286314-20220626-0027106558,null-remover-vio,1
286314-20220626-0588506513,feel_natural-f-cocoa,1
286314-20220626-0664906493,null-deodorant-gel,1
286314-20220626-0610606504,null-deodorant-gel,1
286314-20220626-0068506555,null-honey-wax2,1
286314-20220626-0303706545,null-remover-vio,1
286314-20220626-0919706476,null-remover-vio,1
286314-20220626-0386506537,null-sunscreen,1
286314-20220626-0236106546,null-remover-vio,1
286314-20220626-0510906514,nalc-sunscreen-f,2
286314-20220626-0519006501,nalc-sunscreen-f,2
286314-20220626-0426306529,null-deodorant-gel,3
286314-20220626-0046506554,nalc-milklotion-f,1
286314-20220626-0414306527,null-deodorant-gel,1
286314-20220626-0418006519,nalc-sunscreen-f,1
286314-20220626-0447206509,DD-EFK-5D,2
286314-20220626-0198506540,nalc-sunscreen-f,1
286314-20220626-0451406504,think_simple-wpc,1
286314-20220626-0469006493,nalc-sunscreen-f,1
286314-20220626-0315606529,feel_natural-f-cocoa,1
286314-20220626-0248106532,null-perfume-cream,1
286314-20220626-0387806502,daily_basic-f-vanilla,1
286314-20220626-0942306465,daily_basic-f-coffee,1
286314-20220626-0768606473,shaker_300aw-black,1
286314-20220626-0768606473,feel_natural-f-cocoa,1
286314-20220626-0507706485,null-remover-vio,1
286314-20220626-0018606547,think_simple-wpc,1
286314-20220626-0227206530,null-bbcream,2
286314-20220626-0800306469,think_simple-wpi,3
286314-20220626-0908506462,nalc-facewash,1
286314-20220626-0295806504,null-remover-vio,1
286314-20220626-0849906467,nalc-moistlotion,1
286314-20220626-0849906467,null-acne-facewash,1
286314-20220626-0204906517,think_simple-wpi,1
286314-20220626-0392806485,DD-EK02RLF2,1
286314-20220626-0973506454,daily_basic-f-coffee,1
286314-20220626-0098806533,null-remover-vio,1
286314-20220626-0484306478,null-remover-vio,1
286314-20220626-0087806530,think_simple-wpi,1
286314-20220626-0913106454,nalc-facewash,3
286314-20220626-0224806493,daily_basic-f-coffee,1
286314-20220626-0567706473,null-allinonemist,1
286314-20220626-0609606472,null-remover-vio,3
286314-20220626-0131206509,nalc-handcream,3
286314-20220626-0100406514,null-remover-vio,1
286314-20220626-0154106494,null-remover-vio,1
286314-20220626-0074206512,null-perfume-cream,3
286314-20220626-0241006484,null-sunscreen,1
286314-20220626-0059106510,null-sunscreen,1
286314-20220626-0022406516,null-bodywash,1
286314-20220626-0011206517,null-remover-vio,1
286314-20220626-0959006440,null-remover-vio,1
286314-20220626-0989206426,nalc-sunscreen-f,1
286314-20220626-0584206467,null-aftershave-lotion-c,1
286314-20220626-0584206467,null-remover-vio,1
286314-20220626-0957606420,null-remover-vio,1
286314-20220626-0995206410,feel_natural-f-matcha,1
286314-20220626-0535206463,null-remover-vio,3
286314-20220626-0358006470,null-bodywash,1
286314-20220626-0572006458,null-remover-vio,1
286314-20220626-0959706403,null-facelotion,1
286314-20220626-0699306447,daily_basic-f-coffee,1
286314-20220626-0711206451,null-remover-vio,1
286314-20220626-0438906465,makebalance-matcha3,1
286314-20220626-0567306453,null-remover-vio,1
286314-20220626-0721306439,null-bbcream,1
286314-20220626-0608606449,null-remover-vio,1
286314-20220626-0825906411,daily_basic-f-banana,1
286314-20220626-0916906398,null-perfume-cream,1
286314-20220626-0624406448,null-sunscreen,1
286314-20220626-0498606460,think_simple-wpc,1
286314-20220626-0656006444,feel_natural-f-matcha,1
286314-20220626-0817106400,daily_basic-f-vanilla,1
286314-20220626-0687106434,think_simple-wpc,1
286314-20220626-0624006440,nalc-sunscreen-f,1
286314-20220626-0692606423,null-bodywash-re,1
286314-20220626-0618406439,null-perfume-cream,1
286314-20220626-0382806457,makebalance-plane,1
286314-20220626-0302806463,null-remover-vio,1
286314-20220626-0377506457,nalc-sunscreen-f,2
286314-20220626-0897906393,nalc-facewash,1
286314-20220626-0407506453,null-sunscreen,1
286314-20220626-0609406429,null-deodorant-gel,1
286314-20220626-0471406447,null-deodorant-gel,1
286314-20220626-0657806410,null-aftershave-lotion-c,1
286314-20220626-0657806410,null-remover-vio,1
286314-20220626-0567306432,null-sunscreen,1
286314-20220626-0651606410,null-honey-wax,2
286314-20220626-0761406395,null-deodorant-gel,1
286314-20220626-0527206430,null-sunscreen,1
286314-20220626-0540206426,daily_basic-f-strawberry,1
286314-20220626-0394806452,null-bodywash-re,1
286314-20220626-0442806442,think_simple-wpc,1
286314-20220626-0673306398,null-sunscreen,1
286314-20220626-0423806445,null-acne-facewash,1
286314-20220626-0389306440,null-sunscreen,1
286314-20220626-0434906432,daily_basic-f-coffee,1
286314-20220626-0518006411,null-sunscreen,1
286314-20220626-0578906398,null-aftershave-lotion-c,1
286314-20220626-0578906398,null-remover-vio,3
286314-20220626-0505406408,null-deodorant-gel,1
286314-20220626-0831106388,make_balance-f-cocoa,1
286314-20220626-0389006420,makebalance-plane,1
286314-20220626-0363306424,make_balance-f-cocoa,1
286314-20220626-0992406380,null-honey-wax-paper,1
286314-20220626-0992406380,null-aftershave-lotion-c,1
286314-20220626-0992406380,null-honey-wax2,1
286314-20220626-0544306396,daily_basic-plus_chocolate,1
286314-20220626-0346606419,null-remover-vio,1
286314-20220626-0955306381,DD-EK02RLF2,1
286314-20220626-0386606412,think_simple-wpi,1
286314-20220626-0151706452,null-remover-vio,1
286314-20220626-0720906389,null-remover-vio,3
286314-20220626-0944406378,null-remover-vio,1
286314-20220626-0702406386,null-remover-vio,1
286314-20220626-0213006433,null-sunscreen,1
286314-20220626-0988206372,nalc-sunscreen-f,2
286314-20220626-0690306385,null-sunscreen,1
286314-20220626-0114006426,null-perfume-cream,1
286314-20220626-0662506383,null-acne-facewash,1
286314-20220626-0299006396,null-remover-vio,1
286314-20220626-0884506367,nalc-milklotion-f,1
286314-20220626-0034506432,nalc-milklotion-f,1
286314-20220626-0054206422,daily_basic-f-fruitsmix,1
286314-20220626-0030906426,null-deodorant-gel,1
286314-20220626-0755506375,null-bodywash-re,1
286314-20220626-0415206390,nalc-sunscreen-f,1
286314-20220626-0059806415,null-perfume-cream,1
286314-20220626-0512306384,null-perfume-cream,1
286314-20220626-0209606394,think_simple-wpc,1
286314-20220626-0700606373,null-acne-facewash,1
286314-20220626-0703906374,null-remover-vio,1
286314-20220626-0764506368,daily_basic-plus_chocolate,3
286314-20220626-0738706369,nalc-sunscreen-f,1
286314-20220626-0615306378,null-bodywash,1
286314-20220626-0742506365,null-bbcream,1
286314-20220626-0626306375,aimmx-eyeshadow-01,1
286314-20220626-0770206351,null-remover-vio,1
286314-20220626-0015706397,nalc-threeprotectgel,1
286314-20220626-0038806395,nalc-facewash,1
286314-20220626-0851506331,null-deodorant-gel,1
286314-20220626-0203006389,feel_natural_plane,1
286314-20220626-0634606355,daily_basic-f-banana,1
286314-20220626-0832206313,nalc-sunscreen-f,2
286314-20220626-0670406350,feel_natural-f-matcha,1
286314-20220626-0636906353,nalc-sunscreen-f,2
286314-20220626-0888006310,daily_basic-f-strawberry,1
286314-20220626-0513206365,daily_basic-f-coffee,1
286314-20220626-0585106358,null-shoepowder,1
286314-20220626-0659106335,null-facelotion,2
286314-20220626-0708406320,nalc-sunscreen-f,2
286314-20220626-0650206323,think_simple-wpc,1
286314-20220626-0536706346,nalc-sunscreen-f,1
286314-20220626-0277306379,null-honey-wax2,1
286314-20220626-0561506334,null-perfume-cream,1
286314-20220626-0465306357,null-remover-vio,1
286314-20220626-0348106369,null-perfume-cream,1
286314-20220626-0494706343,daily_basic-f-banana,1
286314-20220626-0494706343,daily_basic-f-strawberry,1
286314-20220626-0951206302,nalc-moistlotion,1
286314-20220626-0534906334,null-wrinklecream,2
286314-20220626-0325606368,null-honey-wax2,1
286314-20220626-0547906327,think_simple-wpi,1
286314-20220626-0155506381,null-bbcream,2
286314-20220626-0580506314,null-honey-wax2,1
286314-20220626-0260206363,null-remover-vio,1
286314-20220626-0532006311,think_simple-wpc,1
286314-20220626-0273106355,nalc-sunscreen-f,2
286314-20220626-0010006380,daily_basic-f-fruitsmix,1
286314-20220626-0349406329,null-remover-vio,1
286314-20220626-0221706353,think_simple-wpi,1
286314-20220626-0257606333,think_simple-wpi,3
286314-20220626-0278906329,null-honey-wax2,1
286314-20220626-0304706322,null-remover-vio,1
286314-20220626-0197206344,null-bodywash-re,1
286314-20220626-0622906305,null-honey-wax2,1
286314-20220626-0265306328,null-sunscreen,1
286314-20220626-0406806307,null-sunscreen,1
286314-20220626-0274006311,null-sunscreen,1
286314-20220626-0167006327,null-sunscreen,1
286314-20220626-0932506280,null-bbcream,1
286314-20220626-0993106270,nalc-sunscreen-f,1
286314-20220626-0974706252,feel_natural-f-cocoa,1
286314-20220626-0843806263,null-acne-facewash,1
286314-20220626-0909306250,makebalance-plane,1
286314-20220626-0365206301,makebalance-plane,1
286314-20220626-0816706267,DD-EFK-7D,2
286314-20220626-0577206293,null-deodorant-gel,1
286314-20220626-0722006267,null-sunscreen,2
286314-20220626-0861106229,make_balance-f-cocoa,1
286314-20220626-0685606258,daily_basic-f-vanilla,1
286314-20220626-0706006243,think_simple-wpc,1
286314-20220626-0491406283,nalc-handcream,3
286314-20220626-0401806268,null-bbcream,1
286314-20220626-0296406253,null-remover-vio,1
286314-20220626-0296406253,null-aftershave-lotion-c,1
286314-20220626-0294306249,null-remover-vio,1
286314-20220626-0178906273,feel_natural-f-matcha,1
286314-20220626-0289706244,make_balance-f-cocoa,1
286314-20220626-0195106256,null-honey-wax2,1
286314-20220626-0157506268,shaker_300aw-black,1
286314-20220626-0157506268,feel_natural-f-cocoa,1
286314-20220626-0600306209,daily_basic-f-vanilla,1
286314-20220626-0022406279,daily_basic-f-coffee,1
286314-20220626-0918806191,null-remover-vio,1
286314-20220626-0096506261,null-aftershave-lotion-c,1
286314-20220626-0096506261,null-remover-vio,1
286314-20220626-0075506261,DD-EFK-5D,1
286314-20220626-0558706205,null-remover-vio,2
286314-20220626-0857306192,null-deodorant-gel,1
286314-20220626-0027406235,daily_basic-f-coffee,1
286314-20220626-0879206153,daily_basic-f-strawberry,1
286314-20220626-0907706150,DD-EFK-5D,1
286314-20220626-0941506140,null-perfume-cream,1
286314-20220626-0825006162,null-remover-vio,1
286314-20220626-0870806144,null-bodywash,1
286314-20220626-0842406152,make_balance-f-cocoa,1
286314-20220626-0842406152,make_balance-f-matcha,1
286314-20220626-0665506189,daily_basic-f-strawberry,1
286314-20220626-0712006180,null-deodorant-gel,1
286314-20220626-0682506183,null-acne-facewash-c,1
286314-20220626-0748306160,null-remover-vio,1
286314-20220626-0557906196,daily_basic-f-vanilla,1
286314-20220626-0557906196,daily_basic-f-strawberry,1
286314-20220626-0829106138,daily_basic-plus_chocolate,1
286314-20220626-0233406206,nalc-milklotion-f,1
286314-20220626-0645006164,nalc-facewash,1
286314-20220626-0677906163,nalc-facewash,1
286314-20220626-0775006137,fixit-shaker-mb_aw,2
286314-20220626-0737206145,makebalance-plane,1
286314-20220626-0195106204,null-allinone-gel,1
286314-20220626-0479906186,null-remover-vio,1
286314-20220626-0546206178,makebalance-cocoa3,1
286314-20220626-0568806172,null-honey-wax2,1
286314-20220626-0731806137,make_balance-f-matcha,1
286314-20220626-0097406206,null-remover-vio,1
286314-20220626-0459006181,null-facesheet,1
286314-20220626-0459006181,null-aftershave-lotion,1
286314-20220626-0496906180,null-deodorant-gel,1
286314-20220626-0661506138,nalc-moistlotion,3
286314-20220626-0638306132,nalc-sunscreen-f,1
286314-20220625-0992606122,nalc-sunscreen-f,1
286314-20220625-0606706142,nalc-sunscreen-f,2
286314-20220625-0438706183,null-deodorant-gel,2
286314-20220625-0156206201,null-remover-vio,1
286314-20220625-0524406162,makebalance-matcha3,1
286314-20220625-0501706168,make_balance-f-matcha,1
286314-20220625-0045506205,nalc-facewash,1
286314-20220625-0510206156,null-deodorant-gel,2
286314-20220625-0329306192,think_simple-wpi,1
286314-20220625-0431206176,daily_basic-f-coffee,1
286314-20220625-0537206148,nalc-sunscreen-f,1
286314-20220625-0520106157,daily_basic-f-banana,1
286314-20220625-0467006168,null-deodorant-gel,1
286314-20220625-0566406139,make_balance-f-cocoa,1
286314-20220625-0417706170,null-bodywash-re,1
286314-20220625-0445706166,nalc-moistlotion,1
286314-20220625-0480806147,feel_natural-f-cocoa,1
286314-20220625-0530306138,fixit-shaker-mb_aw,1
286314-20220625-0530306138,make_balance-f-cocoa,1
286314-20220625-0281906188,null-deodorant-gel,2
286314-20220625-0879606122,think_simple-wpc,1
286314-20220625-0980306118,makebalance-plane,1
286314-20220625-0610506130,null-sunscreen,1
286314-20220625-0460106143,feel_natural_plane,1
286314-20220625-0914306120,nalc-handcream,1
286314-20220625-0403606155,think_simple-wpi,1
286314-20220625-0497606137,feel_natural-f-matcha,1
286314-20220625-0197306194,think_simple-wpi,1
286314-20220625-0198806192,fixit-shaker-mb_aw,1
286314-20220625-0198806192,make_balance-f-cocoa,1
286314-20220625-0366006162,daily_basic-f-strawberry,1
286314-20220625-0897406117,null-remover-vio,1
286314-20220625-0400606152,feel_natural_plane,1
286314-20220625-0384206147,daily_basic-f-coffee,1
286314-20220625-0497306131,makebalance-plane,1
286314-20220625-0378206147,nalc-threeprotectgel,2
286314-20220625-0966006115,daily_basic-f-coffee,1
286314-20220625-0249506180,daily_basic-f-coffee,1
286314-20220625-0273106165,make_balance-f-cocoa,1
286314-20220625-0231306179,null-remover-vio,1
286314-20220625-0368406145,feel_natural-f-matcha,1
286314-20220625-0980606114,daily_basic-plus_chocolate,1
286314-20220625-0233506170,null-remover-vio,1
286314-20220625-0338906143,feel_natural-f-matcha,1
286314-20220625-0359106141,daily_basic-f-vanilla,1
286314-20220625-0307506150,null-wrinklecream,1
286314-20220625-0848906118,daily_basic-f-vanilla,2
286314-20220625-0222206167,make_balance-f-matcha,1
286314-20220625-0135206185,makebalance-plane,1
286314-20220625-0709206123,fafra-og-bodycream,3
286314-20220625-0252906153,makebalance-plane,1
286314-20220625-0244206156,make_balance-f-cocoa,1
286314-20220625-0294206151,daily_basic-f-coffee,1
286314-20220625-0294206151,daily_basic-f-vanilla,1
286314-20220625-0111006187,null-sunscreen,1
286314-20220625-0131406184,daily_basic-f-coffee,1
286314-20220625-0826706116,null-perfume-cream,1
286314-20220625-0263706150,null-bbcream,1
286314-20220625-0257206147,nalc-milklotion-f,1
286314-20220625-0041706194,nalc-facewash,1
286314-20220625-0168806168,make_balance-f-cocoa,1
286314-20220625-0067606190,null-remover-vio,1
286314-20220625-0058206190,null-deodorant-gel,2
286314-20220625-0009106196,null-remover-vio,1
286314-20220625-0118706177,make_balance-f-cocoa,1
286314-20220625-0182406160,null-deodorant-gel,1
286314-20220625-0197906149,null-perfume-cream,1
286314-20220625-0245306138,null-sunscreen,1
286314-20220625-0051006183,null-naturalbb-02,1
286314-20220625-0172106152,null-acne-facewash,1
286314-20220625-0197506143,DD-EK02RLF2,1
286314-20220625-0165506152,null-bodywash-re,1
286314-20220625-0148106157,daily_basic-f-banana,1
286314-20220625-0278006131,null-sunscreen,1
286314-20220625-0717306116,think_simple-wpi,1
286314-20220625-0717306116,daily_basic-f-fruitsmix,1
286314-20220625-0101706162,think_simple-wpc,1
286314-20220625-0981206105,null-honey-wax2,2
286314-20220625-0676306116,make_balance-f-matcha,1
286314-20220625-0085106155,nalc-sunscreen-f,2
286314-20220625-0126706145,null-deodorant-gel,1
286314-20220625-0983406098,think_simple-wpi,1
286314-20220625-0082006157,make_balance-f-cocoa,1
286314-20220625-0016206166,daily_basic-f-fruitsmix,1
286314-20220625-0151006134,null-sunscreen,1
286314-20220625-0250506129,daily_basic-f-banana,2
286314-20220625-0782106112,null-bodywash-re,1
286314-20220625-0497806122,null-bbcream,1
286314-20220625-0941906104,nalc-sunscreen-f,1
286314-20220625-0732306113,nalc-sunscreen-f,1
286314-20220625-0959106088,null-acne-facewash,1
286314-20220625-0982406065,null-handcream-01,1
286314-20220625-0855006099,null-sunscreen,1
286314-20220625-0006806153,null-bbcream,1
286314-20220625-0999606077,null-acne-facewash,1
286314-20220625-0876006086,daily_basic-f-banana,1
286314-20220625-0640306115,null-sunscreen,1
286314-20220625-0034606146,fixit-shaker-mb_aw,1
286314-20220625-0034606146,make_balance-f-cocoa,1
286314-20220625-0987106071,nalc-moistlotion,1
286314-20220625-0009106150,nalc-sunscreen-f,2
286314-20220625-0436006122,nalc-facewash,1
286314-20220625-0055706135,daily_basic-f-strawberry,1
286314-20220625-0849706104,null-bbcream,1
286314-20220625-0797906110,daily_basic-f-strawberry,1
286314-20220625-0989206075,nalc-milklotion-f,1
286314-20220625-0545406116,makebalance-cocoa3,1
286314-20220625-0867806087,null-remover-vio,1
286314-20220625-0979806061,null-remover-vio,1
286314-20220625-0539906116,make_balance-f-matcha,1
286314-20220625-0539906116,make_balance-f-cocoa,1
286314-20220625-0867606096,nalc-moistlotion,3
286314-20220625-0934506054,null-aftershave-lotion,1
286314-20220625-0738706111,think_simple-wpi,1
286314-20220625-0794906086,daily_basic-f-coffee,1
286314-20220625-0881006081,makebalance-matcha3,1
286314-20220625-0876806081,makebalance-plane,1
286314-20220625-0981406049,nalc-facewash,1
286314-20220625-0978706047,makebalance-plane,1
286314-20220625-0978706047,fixit-shaker-mb_aw,1
286314-20220625-0831006085,null-bbcream,2
286314-20220625-0851906080,null-allinonemist,1
286314-20220625-0743906094,nalc-moistlotion,1
286314-20220625-0916606051,daily_basic-f-banana,1
286314-20220625-0928406050,null-sunscreen,1
286314-20220625-0817806077,null-remover-vio,1
286314-20220625-0692006094,makebalance-plane,1
286314-20220625-0730906095,nalc-sunscreen-f,1
286314-20220625-0726306088,DD-EFK-5D,1
286314-20220625-0782406074,make_balance-f-cocoa,1
286314-20220625-0806206057,nalc-facewash,1
286314-20220625-0836206056,makebalance-plane,1
286314-20220625-0888206047,daily_basic-plus_chocolate,2
286314-20220625-0966706046,feel_natural_plane,1
286314-20220625-0641706101,think_simple-wpc,1
286314-20220625-0108706125,daily_basic-f-coffee,1
286314-20220625-0855806050,think_simple-wpc,1
286314-20220625-0355506118,null-deodorant-gel,1
286314-20220625-0817406058,daily_basic-f-vanilla,1
286314-20220625-0728006065,nalc-sunscreen-f,2
286314-20220625-0934706046,null-remover-vio,1
286314-20220625-0492206112,daily_basic-f-vanilla,1
286314-20220625-0655206087,weedy-cbddrop10,1
286314-20220625-0810506050,nalc-sunscreen-f,1
286314-20220625-0670006085,make_balance-f-cocoa,1
286314-20220625-0440406113,makebalance-plane,1
286314-20220625-0698606065,nalc-sunscreen-f,2
286314-20220625-0729406068,nalc-milklotion-f,1
286314-20220625-0631906095,nalc-milklotion-f,3
286314-20220625-0675306080,nalc-sunscreen-f,2
286314-20220625-0913306042,null-remover-vio,1
286314-20220625-0727006063,null-sunscreen,1
286314-20220625-0621906095,null-remover-vio,1
286314-20220625-0408606113,think_simple-wpc,1
286314-20220625-0621306092,nalc-milklotion-f,1
286314-20220625-0344606115,nalc-sunscreen-f,1
286314-20220625-0681606078,nalc-milklotion-f,1
286314-20220625-0718506048,daily_basic-f-strawberry,1
286314-20220625-0596906087,think_simple-wpi,1
286314-20220625-0781806045,daily_basic-f-vanilla,2
286314-20220625-0575906087,null-deodorant-gel,1
286314-20220625-0505806105,make_balance-f-cocoa,1
286314-20220625-0615506078,null-remover-vio,1
286314-20220625-0476806099,feel_natural_plane,1
286314-20220625-0499906104,think_simple-wpi,1
286314-20220625-0512306086,nalc-sunscreen-f,2
286314-20220625-0505706083,null-remover-vio,1
286314-20220625-0613006064,null-remover-vio,1
286314-20220625-0618906056,null-remover-vio,1
286314-20220625-0673306047,feel_natural_plane,1
286314-20220625-0129006119,nalc-facewash,1
286314-20220625-0433606100,null-deodorant-gel,2
286314-20220625-0649706050,null-remover-vio,1
286314-20220625-0165406117,DD-EFK-7D,1
286314-20220625-0566606068,nalc-milklotion-f,1
286314-20220625-0474106091,null-sunscreen,1
286314-20220625-0099006119,null-remover-vio,1
286314-20220625-0421506104,null-sunscreen,1
286314-20220625-0458606087,null-acne-facewash,1
286314-20220625-0403706094,null-remover-vio,1
286314-20220625-0439406095,null-remover-vio,1
286314-20220625-0550306053,null-deodorant-gel,1
286314-20220625-0558506050,nalc-sunscreen-f,2
286314-20220625-0413806092,null-deodorant-gel,1
286314-20220625-0745706040,null-deodorant-gel,1
286314-20220625-0473706062,null-perfume-cream,1
286314-20220625-0309706099,feel_natural_plane,1
286314-20220625-0431706071,nalc-sunscreen-f,1
286314-20220625-0368806092,null-honey-wax2,1
286314-20220625-0440306052,nalc-facewash,1
286314-20220625-0305806101,null-sunscreen,1
286314-20220625-0963806034,nalc-moistlotion,1
286314-20220625-0342606095,makebalance-plane,1
286314-20220625-0605206044,make_balance-f-cocoa,1
286314-20220625-0275406106,nalc-sunscreen-f,2
286314-20220625-0335506083,nalc-sunscreen-f,1
286314-20220625-0436906054,null-bodywash,1
286314-20220625-0429006061,daily_basic-f-coffee,1
286314-20220625-0308606086,make_balance-f-matcha,1
286314-20220625-0390506067,nalc-threeprotectgel,2
286314-20220625-0609706041,null-honey-wax2,1
286314-20220625-0397806052,think_simple-wpi,1
286314-20220625-0995106032,null-bbcream,1
286314-20220625-0352306065,feel_natural-f-matcha,1
286314-20220625-0283706095,daily_basic-f-banana,1
286314-20220625-0287806088,make_balance-f-cocoa,1
286314-20220625-0576206042,daily_basic-f-vanilla,1
286314-20220625-0458906047,nalc-facewash,1
286314-20220625-0835806037,think_simple-wpc,1
286314-20220625-0266006087,null-remover-vio,1
286314-20220625-0676406039,DD-EFK-5D,1
286314-20220625-0188506104,null-remover-vio,1
286314-20220625-0137206108,null-deodorant-gel,1
286314-20220625-0248406087,null-remover-vio,1
286314-20220625-0225906088,null-bodywash-re,1
286314-20220625-0272206071,null-bbcream,1
286314-20220625-0221806087,null-honey-wax2,1
286314-20220625-0346206050,null-sunscreen,1
286314-20220625-0320206053,daily_basic-f-coffee,1
286314-20220625-0200106088,null-bbcream,1
286314-20220625-0162106098,null-remover-vio,1
286314-20220625-0077706109,daily_basic-f-banana,1
286314-20220625-0368706047,daily_basic-f-strawberry,1
286314-20220625-0163106094,make_balance-f-matcha,1
286314-20220625-0302306051,null-remover-vio,1
286314-20220625-0142006098,null-honey-wax2,1
286314-20220625-0155106094,null-remover-vio,1
286314-20220625-0260506054,think_simple-wpc,1
286314-20220625-0213706071,nalc-milklotion-f,1
286314-20220625-0138306097,DD-EFK-7D,1
286314-20220625-0663206038,null-acne-facewash,1
286314-20220625-0042806110,null-deodorant-gel,1
286314-20220625-0143306093,make_balance-f-cocoa,1
286314-20220625-0130506094,make_balance-f-cocoa,1
286314-20220625-0982506021,nalc-sunscreen-f,1
286314-20220625-0265506051,think_simple-wpi,1
286314-20220625-0157506082,null-acne-facewash,1
286314-20220625-0010506109,null-deodorant-gel,1
286314-20220625-0008206109,null-aftershave-lotion,1
286314-20220625-0068506102,nalc-milklotion-f,3
286314-20220625-0151406070,null-handcream-01,1
286314-20220625-0839406028,nalc-sunscreen-f,1
286314-20220625-0145206074,DD-EK02RLF2,1
286314-20220625-0035806102,make_balance-f-cocoa,1
286314-20220625-0887006030,feel_natural-f-cocoa,4
286314-20220625-0887006030,feel_natural_plane,1
286314-20220625-0916406029,makebalance-plane,1
286314-20220625-0159206057,nalc-milklotion-f,1
286314-20220625-0558006038,null-honey-wax2,1
286314-20220625-0173306049,null-deodorant-gel,1
286314-20220625-0285806043,null-set-vio,1
286314-20220625-0147906055,think_simple-wpi,1
286314-20220625-0083606071,feel_natural_plane,1
286314-20220625-0953106018,null-aftershave-lotion-c,1
286314-20220625-0953106018,null-remover-vio,1
286314-20220625-0903006023,null-remover-vio,1
286314-20220625-0215906046,daily_basic-f-coffee,1
286314-20220625-0883306024,make_balance-f-cocoa,1
286314-20220625-0921106013,null-sunscreen,1
286314-20220625-0089006057,nalc-sunscreen-f,2
286314-20220625-0213406043,null-aftershave-lotion-c,1
286314-20220625-0213406043,null-honey-wax2,1
286314-20220625-0951506015,think_simple-wpc,1
286314-20220625-0967105984,null-bodywash-re,3
286314-20220625-0712106028,daily_basic-f-fruitsmix,1
286314-20220625-0944705980,null-bodywash,1
286314-20220625-0944705980,null-remover-vio,1
286314-20220625-0944105980,null-honey-wax2,1
286314-20220625-0830806023,null-honey-wax2,1
286314-20220625-0955005997,daily_basic-f-strawberry,1
286314-20220625-0008506063,nalc-sunscreen-f,2
286314-20220625-0008606061,think_simple-wpc,1
286314-20220625-0297706040,null-deodorant-gel,1
286314-20220625-0954005995,make_balance-f-cocoa,1
286314-20220625-0923905988,null-acne-facewash,1
286314-20220625-0017006060,null-remover-vio,1
286314-20220625-0017006060,null-aftershave-lotion-c,1
286314-20220625-0947605991,daily_basic-f-coffee,1
286314-20220625-0899705990,null-bodywash-re,2
286314-20220625-0891606003,null-deodorant-gel,1
286314-20220625-0117106043,nalc-facewash,1
286314-20220625-0951505978,null-naturalbb-01,1
286314-20220625-0620106026,fixit-shaker-mb_aw,1
286314-20220625-0620106026,make_balance-f-cocoa,1
286314-20220625-0802506017,nalc-sunscreen-f,1
286314-20220625-0837506005,null-bbcream,1
286314-20220625-0858305991,nalc-sunscreen-f,1
286314-20220625-0588806026,null-remover-vio,1
286314-20220625-0032406044,null-deodorant-gel,1
286314-20220625-0661506025,think_simple-wpi,3
286314-20220625-0874705982,think_simple-wpc,1
286314-20220625-0904505968,null-remover-vio,1
286314-20220625-0871705976,null-remover-vio,1
286314-20220625-0776606010,null-roland-bb-b,1
286314-20220625-0850905985,nalc-sunscreen-f,2
286314-20220625-0540006028,null-deodorant-gel,1
286314-20220625-0851405982,nalc-sunscreen-f,1
286314-20220625-0733606009,null-remover-vio,1
286314-20220625-0878605963,makebalance-plane,1
286314-20220625-0749905996,null-remover-vio,1
286314-20220625-0700706009,null-remover-vio,3
286314-20220625-0793805975,null-deodorant-gel,1
286314-20220625-0671906009,make_balance-f-cocoa,1
286314-20220625-0729605995,make_balance-f-cocoa,1
286314-20220625-0920705958,makebalance-plane,2
286314-20220625-0915405961,think_simple-wpi,1
286314-20220625-0723305991,nalc-sunscreen-f,2
286314-20220625-0479806026,daily_basic-f-banana,1
286314-20220625-0764605977,daily_basic-f-banana,1
286314-20220625-0468506030,nalc-sunscreen-f,2
286314-20220625-0680705986,make_balance-f-cocoa,1
286314-20220625-0675105991,null-deodorant-gel,1
286314-20220625-0619706008,null-deodorant-gel,1
286314-20220625-0755105962,think_simple-wpc,2
286314-20220625-0691405983,daily_basic-f-banana,2
